_id,ENGLISH_NAME,DISTRICT,COMPANY_TYPE,REGISTRATION_DATE
412,Bhimeshwor Hardware & Suppliers Centre,Bhaktapur,Private,2071
413,Nepalaya Mt.Everest Zip Flyer,Bhaktapur,Private,2071
414,R.D.Furniture and Furnishing Centre,Bhaktapur,Private,2071
415,Sunshine Property Developers,Bhaktapur,Private,2071
416,Wise Choice International Academy,Bhaktapur,Private,2071
417,Divyashakti Dhuwani Sewa,Bhaktapur,Private,2071
418,Astraea Investment,Bhaktapur,Private,2071
419,Shikhar Deurali Poltry and Could Store,Bhaktapur,Private,2071
420,Divyashwori Kastha Tatha Furniture Udhyog,Bhaktapur,Private,2071
421,Bajra Brick & Tile Industries,Bhaktapur,Private,2071
422,Krishna Kalinchok Nirman Sewa,Bhaktapur,Private,2071
423,Balmiki Saichhaik Sewa,Bhaktapur,Private,2071
424,Kosheli Nepal,Bhaktapur,Private,2071
425,Dudhkoshi Garment Udhyog,Bhaktapur,Private,2071
426,Smart Aluminum and Hardware,Bhaktapur,Private,2071
427,Nawadurga Bangur Farm,Bhaktapur,Private,2071
428,One Roof Engineering Service,Bhaktapur,Private,2071
429,Dirghayu Traders,Bhaktapur,Private,2071
430,Sulav Enterprises,Bhaktapur,Private,2071
431,False Ceiling Point,Bhaktapur,Private,2071
432,Aarush Krishi Tatha Poultry Farm,Bhaktapur,Private,2071
433,Optic Product Suppliers,Bhaktapur,Private,2071
434,Sunrise Housing Investment,Bhaktapur,Private,2071
435,KAPADA AND CRAFTS,Bhaktapur,Private,2071
436,Club Desperado,Bhaktapur,Private,2071
437,Retech Offshore,Bhaktapur,Private,2071
438,B.R.B. Motor Corp,Bhaktapur,Private,2071
439,Fruit Wine Nepal,Bhaktapur,Private,2071
440,Shree Raj Ganesh Construction & Consultancy,Bhaktapur,Private,2071
441,Bhaktapur Paradise Hotel,Bhaktapur,Private,2071
442,hope himalayan care center,Bhaktapur,Non-Profit Distributing,2071
443,Dibyashwari Multi  Agro Farm,Bhaktapur,Private,2071
444,Satya Shakti Auto Workshop,Bhaktapur,Private,2071
445,Sana Consulting Services,Bhaktapur,Private,2071
446,Bishwoshanti Agarbatti Masala Tatha General,Bhaktapur,Private,2071
447,Sanothimi Prangarik Krishi Farm,Bhaktapur,Private,2071
448,H.B.Ghising Thanka Art  School,Bhaktapur,Private,2071
449,Kamala Devi Decorative,Bhaktapur,Private,2071
450,Vishak Publication,Bhaktapur,Private,2071
451,Drug Land,Bhaktapur,Private,2071
452,Shrestha Seeds,Bhaktapur,Private,2071
453,Balaji Multipurpose,Bhaktapur,Private,2071
454,Kribhani Jobs Nepal,Bhaktapur,Private,2071
455,Kathmandu United Divyajyoti Investment Company,Bhaktapur,Private,2071
456,Goodwill Agriculture Farm,Bhaktapur,Private,2071
457,Tathali Pango Matto Khani,Bhaktapur,Private,2071
458,Manju Baha,Bhaktapur,Private,2071
459,Lions Investment Company,Bhaktapur,Private,2071
460,Sahara International Investment,Bhaktapur,Private,2071
461,Dimension Interior,Bhaktapur,Private,2071
462,Alliance Interiors,Bhaktapur,Private,2071
463,Season Multi Agro Farm,Bhaktapur,Private,2071
464,Busybee technology,Bhaktapur,Private,2071
465,Furni Tech International,Bhaktapur,Private,2071
466,Yellowvation Engineering Consult,Bhaktapur,Private,2071
467,Social Mart,Bhaktapur,Private,2071
468,Jet Barna Housing,Bhaktapur,Private,2071
469,Nepal Lama Construction & Engineering,Bhaktapur,Private,2071
470,B. R. Housing & Propety Dealers,Bhaktapur,Private,2071
471,Himalaya Fiber Industries,Bhaktapur,Private,2071
472,Cyber tech,Bhaktapur,Private,2071
473,Probuild Engineering Consultancy and Training Center,Bhaktapur,Private,2071
474,Pabina Sub Money Transfer,Bhaktapur,Private,2071
475,Kinjal Trading Multiple,Bhaktapur,Private,2071
476,Chopuli Investment,Bhaktapur,Private,2071
477,My Space,Bhaktapur,Private,2071
478,D. C. Weavers,Bhaktapur,Private,2071
479,A. Three Enterprises,Bhaktapur,Private,2071
480,Mahendra Trading Concern,Bhaktapur,Private,2071
481,S.J. Agriculture Farm,Bhaktapur,Private,2071
482,Aganja and Sons constructions,Bhaktapur,Private,2071
483,Hari Om Namah Dairy and Pashu Farm,Bhaktapur,Private,2071
484,Shree Shubha Dental Care Centre,Bhaktapur,Private,2071
485,Dream World International Media,Bhaktapur,Private,2071
486,The Meat Factory,Bhaktapur,Private,2071
487,Poshan Enterprises and Suppliers,Bhaktapur,Private,2071
488,Sumitra Chandrakala Mai Krishi Farm,Bhaktapur,Private,2071
489,Champa Devi Krishi Farm,Bhaktapur,Private,2071
490,Sasto S.M.S,Bhaktapur,Private,2071
491,Active Agriculture Firm,Bhaktapur,Private,2071
492,Yosemite Tours And Travels,Bhaktapur,Private,2071
493,Voyage Nepal Treks Company,Bhaktapur,Private,2071
494,Bigisha Design And Construction,Bhaktapur,Private,2071
495,Nagarkot Organic Eco Farm House,Bhaktapur,Private,2071
496,Tongsung Kunda Thangka Art,Bhaktapur,Private,2071
497,Laliguras Lama Construction & Consultancy,Bhaktapur,Private,2071
498,Ashtanga Higher Secondary School,Bhaktapur,Private,2071
499,Baruwa Furniture & Suppliers,Bhaktapur,Private,2071
