_id,ENGLISH_NAME,DISTRICT,COMPANY_TYPE,REGISTRATION_DATE
99,Deccon International,Kathmandu,Private,2067
100,Butawal Prabidhik Shikshalaya,Rupandehi,Private,2067
101,Sunsari Digital Photo Print,Sunsari,Private,2067
102,Menala Travels & Tours,Kathmandu,Private,2067
103,Friends Group Versatile,Kathmandu,Private,2067
104,Software Business and Service,Kathmandu,Private,2067
105,Jyoti English Boarding School Udayapur,Udayapur,Private,2067
106,Bhairab Interactive,Syangja,Private,2067
107,Adventure Samsara,Kathmandu,Private,2067
108,Ace International Travels & Tours,Kathmandu,Private,2067
109,Michigan International College,Kathmandu,Private,2067
110,Mega International College,Kathmandu,Private,2067
111,Ace Trekking & Expedition,Kathmandu,Private,2067
112,Tarang Food Niche Restaurant,Kathmandu,Private,2067
113,Live Web Communication,Sindhuli,Private,2067
114,Shreya Associates,Kathmandu,Private,2067
115,Nawadurga Tent House,Kathmandu,Private,2067
116,Bagdwar Investment Company,Kathmandu,Private,2067
117,Rhythm Overseas,Kathmandu,Private,2067
118,Ramdhuni Sunchandi Pasal,Kathmandu,Private,2067
119,Western Cargo,Kathmandu,Private,2067
120,R.B. Core Treks,Bhaktapur,Private,2067
121,Pagoda Construction,Chitwan,Private,2067
122,Organic World Plus Nepal,Kathmandu,Private,2067
123,Trekkers Home And Resturent,Kathmandu,Private,2067
124,Benevolent Multipurpose Company,Bhaktapur,Private,2067
125,Kopila Educational House Kathmandu,Kathmandu,Private,2067
126,Kedar Minerals Company,Kathmandu,Private,2067
127,Cover Investment,Kathmandu,Private,2067
128,M.A.W. Investment,Morang,Private,2067
129,Malika Education School Doti,Doti,Private,2067
130,Lumbini Agro Products & Research Center,Rupandehi,Private,2067
131,Green Satellite City,Kathmandu,Private,2067
132,Kamdhenu Construction Company,District not known,Private,2067
133,Chandrama Medical and Polyclinic,Dhanusha,Private,2067
134,Olisha Internationa Medical and Polyclinic,Dhanusha,Private,2067
135,Panchakanya Stone,Dhading,Private,2067
136,Ishan Engineering Consultancy,Dolakha,Private,2067
137,Bhrikuti Developers,Kathmandu,Private,2067
138,Amrit Janaki Medical Polyclinic,Dhanusha,Private,2067
139,Global Nexus,Kathmandu,Private,2067
140,Gaun-Shahar Express,Kathmandu,Private,2067
141,Gajur Enterprises,Kathmandu,Private,2067
142,Spirit Of Kathmandu Airlines,Kathmandu,Private,2067
143,Domestic Cargo Express,Kathmandu,Private,2067
144,Bandipur Travels and Tours,Kathmandu,Private,2067
145,Bramha Services Center,Kathmandu,Private,2067
146,Bagh Bachchhala And Suppliers,Kathmandu,Private,2067
147,White Leaf Nepal Inc,Kathmandu,Private,2067
148,Om Nursery,Kathmandu,Private,2067
149,Antique Vision,Kathmandu,Private,2067
150,Tridev Motors,Banke,Private,2067
151,Bigbyte I.T. World,Kathmandu,Private,2067
152,H.T.B. International Education Management,Kathmandu,Private,2067
153,Aasha Investment,Kathmandu,Private,2067
154,Deula S.E.M.S. Consult,Kathmandu,Private,2067
155,Laxmi Home Appliances,Sarlahi,Private,2067
156,World Avenues Holidays,Chitwan,Private,2067
157,Nubri Manaslu Mineral Water,Kathmandu,Private,2067
158,Nepal Milk Company,Kathmandu,Private,2067
159,Dedicated Web Hosting Nepal,Kathmandu,Private,2067
160,Mahabir Automobiles,Morang,Private,2067
161,Ichowk Hydropower,Kathmandu,Private,2067
162,Samriddha Nepal Model Enterprises,Syangja,Private,2067
163,Saroj R.C.M.,Dhanusha,Private,2067
164,Mathema & Partners,Lalitpur,Private,2067
165,Mahakali dental Hospital,Kanchanpur,Private,2067
166,Real Vision Open Education,Lalitpur,Private,2067
167,C.G. Manipal Kathmandu Higher Secondary School,Lalitpur,Private,2067
168,Kudan Travel & Tours,Kathmandu,Private,2067
169,Opera Tune Music Company,Kathmandu,Private,2067
170,Jeevan Vigyan Kendra,Kathmandu,Private,2067
171,Power Sound,Kathmandu,Private,2067
172,Lemon Tea Software,Kathmandu,Private,2067
173,Lunbini Holyland International Buddhist Center,Kathmandu,Private,2067
174,Lumbini Holyland World Buddhist Research And Meditation Institute,Kathmandu,Private,2067
175,Aacharya Investment Company,Dang,Private,2067
176,K.R.B. Housing,Kathmandu,Private,2067
177,Sin Nihongo Training Institute,Kathmandu,Private,2067
178,Ocean I.T. Solution,Kathmandu,Private,2067
179,Rusha Biotech International,Kaski,Private,2067
180,Health Shop,Kathmandu,Private,2067
181,Sap Medico,Syangja,Private,2067
182,Highway Fuel & Business Centre,Rautahat,Private,2067
183,Prince Edu Consultancy Service,Kathmandu,Private,2067
184,Saksham Medical Center,Kathmandu,Private,2067
185,Angel International Education,Kanchanpur,Private,2067
186,Thicksum Muk Yangbhu Films,Kathmandu,Private,2067
187,Dhor Baharai Aggregate Crusher Udhyog,Tanahun,Private,2067
188,Perfect Shoe,Kathmandu,Private,2067
189,Fire Media House,Kathmandu,Private,2067
190,Anamol Hospital and Research Center,Kathmandu,Private,2067
191,Ebenezer Education,Kathmandu,Private,2067
192,Kasisha Traders,Kathmandu,Private,2067
193,Him Shikhar & High Himal Construction,Kavrepalanchowk,Private,2067
194,South Asian Leather Industries,Morang,Private,2067
195,Dang Publication,Dang,Private,2067
196,Aagantuk Travels And Tours,Kathmandu,Private,2067
197,North America & European Education Consultancy,Kathmandu,Private,2067
198,Century Commercial Bank,Kathmandu,Public,2067
199,M.R..G. International and Consultancy,Kathmandu,Private,2067
200,Alta Graphics Priniting Press,Kathmandu,Private,2067
201,Maharishi Paragliding And Beluning,Kaski,Private,2067
202,R.P. Employment Consultancy,Kathmandu,Private,2067
203,Haman Investment Company,Kaski,Private,2067
204,Kadariya Panchakanya Real Estate,Kathmandu,Private,2067
205,Megha Export Import,Lalitpur,Private,2067
206,Desert Snowland Hydropower,Lalitpur,Private,2067
207,Future Power,Lalitpur,Private,2067
208,House of Fashion Design and Event Management,Kathmandu,Private,2067
209,Supersonic Suppliers,Lalitpur,Private,2067
210,Rasha Trade Commercial,Lalitpur,Private,2067
211,Iconic Investment,Kathmandu,Private,2067
212,Prime Medical Accessories,Kathmandu,Private,2067
213,Gautam Buddha Educational Academy Dhanusha,Dhanusha,Private,2067
214,Inter Continental Expo and Event Management Company,Kathmandu,Private,2067
215,M. M. Hospital,Siraha,Private,2067
216,Shree M. Suppliers,Nawalparasi,Private,2067
217,Experience American Education,Kathmandu,Private,2067
218,Integrated Liquors,Kathmandu,Private,2067
219,Ichangu Narayan Trade Links,Kathmandu,Private,2067
220,Aash Music Company,Kathmandu,Private,2067
221,Blue Wave Edu. Care,Kathmandu,Private,2067
222,Namuna English Boarding School Okhaldhunga,Okhaldhunga,Private,2067
223,Sustain Advertising,Kathmandu,Private,2067
224,Imperial Construction,Kathmandu,Private,2067
225,Om Gyan Jyoti English School Ramechhap,Ramechhap,Private,2067
226,Kantipur Multi Technical Institute,Kathmandu,Private,2067
227,Century Printing & Publishing Nepal,Kathmandu,Private,2067
228,Mandap education foundation,Kathmandu,Private,2067
229,Print Spot,Kathmandu,Private,2067
230,Creative Nepali Product Shop,Kathmandu,Private,2067
231,Hotel Peace Zone,Kathmandu,Private,2067
232,Culture Adventure Trekking,Kathmandu,Private,2067
233,Global Driving Training School & Workshop,Kaski,Private,2067
234,Pashupati English Boarding School Bhojpur,Bhojpur,Private,2067
235,Tangent International Education,Rupandehi,Private,2067
236,Palpasa Beverage,Lalitpur,Private,2067
237,Makhamali Tours & Travels,Syangja,Private,2067
238,Footprints Nepal Travels & Tours,Kathmandu,Private,2067
239,Seimens Hydro Engineering & Energy Products,Baglung,Private,2067
240,Pratik Pharmacy,Lalitpur,Private,2067
241,After School Recreation & Education Centre,Lalitpur,Private,2067
242,Shine Overseas Consultancy,Morang,Private,2067
243,Future Fix International Investment,Kathmandu,Private,2067
244,Stars  Cargo,Kathmandu,Private,2067
245,Saipal English Medium Aawasiya School Humla,Humla,Private,2067
246,Quantum Excel,Kathmandu,Private,2067
247,Sukuna Samudayik Hospital,Morang,Private,2067
248,T.R.S Travel and Tours,Kathmandu,Private,2067
249,Saharin Construction,Kathmandu,Private,2067
250,Standard Tourism World & Travels,Kathmandu,Private,2067
251,Everest Peak I.T.,Kathmandu,Private,2067
252,Newzealand Natural Nepal,Kathmandu,Private,2067
253,Dhauvadel Traders and Golmadevi Hatchery,Kavrepalanchowk,Private,2067
254,Oriental Nirman Company,Kathmandu,Private,2067
255,Aayusha Nirman Company,Kathmandu,Private,2067
256,Marcopolo Construction Company,Kathmandu,Private,2067
257,Hotel Icon,Kathmandu,Private,2067
258,Manaslu Bikas Bank,Gorkha,Public,2067
259,Chomolongma Developers Group,Kathmandu,Private,2067
260,Golden Arch Mineral And Herbal,Kathmandu,Private,2067
261,Aastha International Supplier Center,Jhapa,Private,2067
262,Mimosa Overseas,Kathmandu,Private,2067
263,Roshani Employment Link Service,Kathmandu,Private,2067
264,Rajesh Concern,Kathmandu,Private,2067
265,Advisory Centre For International Education,Lalitpur,Private,2067
266,Upasana Party Palace,Kathmandu,Private,2067
267,Kalashaini Modern English School,Baitadi,Private,2067
268,Eastern Solution,Kathmandu,Private,2067
269,Phoenix Foodles,Rupandehi,Private,2067
270,Saturn Computer Traders,Kathmandu,Private,2067
271,Wonderland Education Consultancy,Lalitpur,Private,2067
272,Logic International Technology,Kathmandu,Private,2067
273,Bidhanika Handsome & Beauty Parlour,Kathmandu,Private,2067
274,Yana Management & Services,Kathmandu,Private,2067
275,Asus Softech Development,Lalitpur,Private,2067
276,National Technology Center,Kathmandu,Private,2067
277,Tej Bhawan Karaoke Restaurant,Kathmandu,Private,2067
278,Sherpa Foods Industries,Kathmandu,Private,2067
279,Holiday Cyber Cafe,Kathmandu,Private,2067
280,Pranjal & Brothers Enterprises,Kathmandu,Private,2067
281,T. Cube Supports,Lalitpur,Private,2067
282,Upper Solu Hydro Electric Company,Kathmandu,Public,2067
283,Rajendra Sharda Infrastucture Construction Company,Lalitpur,Private,2067
284,Guide Map International,Kathmandu,Private,2067
285,Sea Bridge Orientation Training & Research Centre,Lalitpur,Private,2067
286,Grace International Medical Institute,Chitwan,Private,2067
287,Upper Aankhu Hydropower Company,Kathmandu,Private,2067
288,Satyadeva Concrete Udhyog,Rupandehi,Private,2067
289,Indreni Crusher Udhyog,Rupandehi,Private,2067
290,Karnali Transmission Company,Lalitpur,Private,2067
291,Marsyangdi Transmission Company,Lalitpur,Private,2067
292,Shine Banquet,Kathmandu,Private,2067
293,Tamang Driving Training Center,Kathmandu,Private,2067
294,Freeway Nepal Tours and Travels,Lalitpur,Private,2067
295,Smith  Trek & Expedition,Kaski,Private,2067
296,Basantapur Jeans Lounge & Bar,Kathmandu,Private,2067
297,Yuna Enterprises,Kathmandu,Private,2067
298,Development Society,Syangja,Non-Profit Distributing,2067
299,Sauriz General Trading,District not known,Private,2067
300,Pathivara Hydropower,Kathmandu,Private,2067
301,Ethical Eco Foods,Kathmandu,Private,2067
302,Professional Accounting Pathshala,Kathmandu,Private,2067
303,Jalkanya Devi Agro Forestry Industries,Jhapa,Private,2067
304,Wood Bridge Marketing and Company,Kathmandu,Private,2067
305,N.P. Surgical Suppliers,Lalitpur,Private,2067
306,Tokyo Educational Consultancy,Kathmandu,Private,2067
307,Active Domestic Worker Consultancy,Kathmandu,Private,2067
308,Prithvi Aawash Company,Kathmandu,Private,2067
309,Bama Investment & Securities,Kaski,Private,2067
310,Purnima Auto works,Kathmandu,Private,2067
311,Cambridge Publication,Kathmandu,Private,2067
312,Ayoki Fabricon Nepal,Syangja,Private,2067
313,Jaljala Himalayan Herbal Company,Kathmandu,Private,2067
314,Deluxe Construction,Kaski,Private,2067
315,Samadhan Enterprises,Kathmandu,Private,2067
316,Dhanush Travels & Tours,Siraha,Private,2067
317,Gena Oil & Company,Mahottari,Private,2067
318,Sahara Legal Service,Kathmandu,Private,2067
319,Mount Dhaulagiri Commodity Trading,Baglung,Private,2067
320,Ghorahi Vidyut Company,Kathmandu,Private,2067
321,Nagarik Enterprises & Multipurpose,Kathmandu,Private,2067
322,Krishna & Paudyal Trading,Kathmandu,Private,2067
323,Mahakali Construction Company,Dhading,Private,2067
324,Maula Kalika Enterprises,Tanahun,Private,2067
325,Paluwa Trading,Kathmandu,Private,2067
326,Inox Department Store,Lalitpur,Private,2067
327,Boundary Less Marketing & Engineering Solution,Lalitpur,Private,2067
328,Vairochana Thanka House,Kathmandu,Private,2067
329,Mystic Samrin Travels & Trekking,Kathmandu,Private,2067
330,Indreni Interior Designer,Kathmandu,Private,2067
331,G.A.C. Cargo & Courier Service,Kathmandu,Private,2067
332,Nemwang Investment & Developers,Kathmandu,Private,2067
333,Lohan The Fashion Boutique,Kathmandu,Private,2067
334,Positive Vibes,Kathmandu,Private,2067
335,Aalap Music Recording Studio,Kathmandu,Private,2067
336,Nas International,Kathmandu,Private,2067
337,K.V.H.S.S. Management Company,Kathmandu,Private,2067
338,Paradise Builders,Lalitpur,Private,2067
339,Diamond Arch-Way Trading,Kathmandu,Private,2067
340,Bhaktapur Aayurveda Sewa Kendra Company,Bhaktapur,Private,2067
341,Standard Supply & Construction,Kathmandu,Private,2067
342,Sampada Health Care,Kathmandu,Private,2067
343,Sampada Swarojagar,Kathmandu,Private,2067
344,Expose Nepal Dot Com,Kathmandu,Private,2067
345,Sakar Investment Company,Kathmandu,Private,2067
346,Creation Sound,Kathmandu,Private,2067
347,Dynamic Printing Solution & Publication,Kathmandu,Private,2067
348,Kohinoor Portfolio Investment,Syangja,Private,2067
349,Blaze Mountain Travel & Tours,Kathmandu,Private,2067
350,Jingle Restaurant & Bar,Kathmandu,Private,2067
351,C. And T. Investment,Kathmandu,Private,2067
352,Kaski Poultry,Kaski,Private,2067
353,Plan Investment,Kathmandu,Private,2067
354,Gunjan and Kusum Films,Kathmandu,Private,2067
355,City Express Trading,Kathmandu,Private,2067
356,Gorge Publication House,Syangja,Private,2067
357,Star Hospital,Lalitpur,Public,2067
358,T.G. Enterprises,Lalitpur,Private,2067
359,Clinic Oveseas,Kathmandu,Private,2067
360,Diyo Yuva Bikas,Dhankuta,Private,2067
361,S. Cubes,Kathmandu,Private,2067
362,Aurora Business Enterprises,Kathmandu,Private,2067
363,Gaukhuri Cable Prasaran Company,Terhathum,Private,2067
364,Winsome Exim,Kathmandu,Private,2067
365,Map Enterpreneurs,Kathmandu,Private,2067
366,Panchase Construction,Kaski,Private,2067
367,Siddhartha Institute of Medical Technology,Palpa,Private,2067
368,C.G. Solar,Lalitpur,Private,2067
369,Pukar Foundation,Kathmandu,Non-Profit Distributing,2067
370,Future Dream Boarding School Gorkha,Gorkha,Private,2067
371,Emil Trading,Kathmandu,Private,2067
372,Digit Computer Center & Cyber Communication,Kathmandu,Private,2067
373,Unite Banepa Trading & Investment,District not known,Private,2067
374,Rainbow College Of Science and Technology,Lalitpur,Private,2067
375,BusinessConsultants Incorporation,Kathmandu,Private,2067
376,Zoom Business Hub,Syangja,Private,2067
377,Impulse International Institute,Kaski,Private,2067
378,Aakash Job Placement Service,Kathmandu,Private,2067
379,Anuco Trading Company,Kathmandu,Private,2067
380,Jeevan Rekha Medical Polyclinic Research Centre,Dhanusha,Private,2067
381,Kerung Enterprises,Kathmandu,Private,2067
382,Red Chilli Entertainment,Lalitpur,Private,2067
383,"Children's Heaven English Boarding School, Kalikot",Kalikot,Private,2067
384,Caravan Technical Training Institute,Kathmandu,Private,2067
385,Sankata Tours & Travels,Kathmandu,Private,2067
386,Lapis Thanka Gallery,Kathmandu,Private,2067
387,Pacifier Multipurpose International,Lalitpur,Private,2067
388,Chitawan Higher Studies & Research Center,Chitwan,Private,2067
389,United Electrical Service,Lalitpur,Private,2067
390,Pay Way Nepal,Kathmandu,Private,2067
391,Nepal Phohormaila Byabasthapan Tatha Parsodhan Company,Bhaktapur,Private,2067
392,Rock Roda Dhunga Udhyog,Kathmandu,Private,2067
393,Chitwan Academy for Technical Education,Chitwan,Private,2067
394,Sahara Interiors,Kathmandu,Private,2067
395,Sindhuli Restaurant and Bar,Kathmandu,Private,2067
396,Anamol International Travels & Tours,Kathmandu,Private,2067
397,Su-swasthya Polyclinic & Diagnostic Center,Kathmandu,Private,2067
398,Jeevan Sahara Films,Kathmandu,Private,2067
399,World Union Legal Research and Consultancy,Kathmandu,Private,2067
400,Time Contractor,Kathmandu,Private,2067
401,Deshantar Travel & Tours,Lalitpur,Private,2067
402,Aagejung Bidhyuth Company,Panchthar,Public,2067
403,Bikram Baba Housing,Chitwan,Private,2067
404,Striving Best Educational Consultancy,Kathmandu,Private,2067
405,Sunkoshi Cement Industries,Kathmandu,Private,2067
406,Sampurna Eelctronics,Kathmandu,Private,2067
407,Attic Travel & Tours,Kathmandu,Private,2067
408,Thamel Mension,Kathmandu,Private,2067
409,Soblal Nirman Sewa,Kathmandu,Private,2067
410,Bionics Appliances,Kathmandu,Private,2067
411,Wireless Entertainment Nepal,Kathmandu,Private,2067
412,Bright Multiple Training and Suppliers,Kathmandu,Private,2067
413,Bishwanath. Hospital,Sarlahi,Private,2067
414,Indralok Health Care Center,Arghakhanchi,Private,2067
415,Axis Enterprises,Kathmandu,Private,2067
416,Greenland The Complete Educational,Rupandehi,Private,2067
417,Karmada Hospital,Lamjung,Private,2067
418,Commercial Farming Research & Development Program,Kathmandu,Private,2067
419,Avalon Travel & Tours,Kathmandu,Private,2067
420,Banasthali Health Foundation and Research Center,Kathmandu,Private,2067
421,Green Light English Boarding School Udayapur,Udayapur,Private,2067
422,Shiva Jyoti Trade Link,Kathmandu,Private,2067
423,Malakheti Vision English Boarding School,Kailali,Private,2067
424,Matrix Construction,Sarlahi,Private,2067
425,Millennium Tech Enterprises,Lalitpur,Private,2067
426,Home Stay Nepal Travels & Tours,Kathmandu,Private,2067
427,Anubhab Gas Udhyog,Makwanpur,Private,2067
428,D-Info System,Kathmandu,Private,2067
429,Planet Medical Institute,Kathmandu,Private,2067
430,Hotel Chameli,Kathmandu,Private,2067
431,Bright Future English Boarding School Sindhuli,Sindhuli,Private,2067
432,Bishnu Boudha Trading House,Kathmandu,Private,2067
433,Armala Cable Network Service,Kaski,Private,2067
434,Sindhu Dolma Nirman & Dhuwani Sewa,Kathmandu,Private,2067
435,Pahuna Travels and Tours,Kathmandu,Private,2067
436,Advance Teaching Model College,Kathmandu,Private,2067
437,Lokjagaran Educational Institution,Kathmandu,Private,2067
438,Tryambakam Nepal Jadibuti Udhyog,Kathmandu,Private,2067
439,Zed Entertainment & Multipurpose,Kathmandu,Private,2067
440,Mukhiya & Sons,Kathmandu,Private,2067
441,Life & Beauty Care International,Kathmandu,Private,2067
442,Utsav Audio Visual Production,Kathmandu,Private,2067
443,City Furniture,Kathmandu,Private,2067
444,Catalyst Management Service Nepal,Kathmandu,Private,2067
445,Ganapati Tobacco,Morang,Private,2067
446,Jaya Shambhu Construction,Udayapur,Private,2067
447,K.A.S. Export Import,Kathmandu,Private,2067
448,Samata Poultry,Chitwan,Private,2067
449,The Coffee,Kaski,Private,2067
450,Auto Clinic,Kathmandu,Private,2067
451,Sangrila Aawas Tatha Basti Bikas Company,Chitwan,Private,2067
452,Vacation Point Trek and Expedition,Kathmandu,Private,2067
453,Sunshine English Boarding School Gorkha,Gorkha,Private,2067
454,Komal Kumari Loknath Ojha Smriti Pratisthan,Kathmandu,Non-Profit Distributing,2067
455,White Solders Nepal,Kathmandu,Private,2067
456,Max Capital,Kathmandu,Private,2067
457,Muktinath & Associate Engineering Consultancy,Kaski,Private,2067
458,Mountain Trails Travels & Tours,Kathmandu,Private,2067
459,Annapurna Hume Pipe,Chitwan,Private,2067
460,Espresso Nepal,Kathmandu,Private,2067
461,ANAK HYDROPOWER COMPANY,Kathmandu,Private,2067
462,Apogee International Education Center,Kathmandu,Private,2067
463,Abut Tours and Treks,Kathmandu,Private,2067
464,Variety Movie Makers,Kathmandu,Private,2067
465,Himalayan Animal Rescue Trust,Lalitpur,Non-Profit Distributing,2067
466,Shubha Laxmi Polymer Industries,Rupandehi,Private,2067
467,Like Minds Media,Kathmandu,Private,2067
468,Education Overseas Academy,Kathmandu,Private,2067
469,Elmira International Travels & Tours,Kathmandu,Private,2067
470,Amit Nathuni Furniture Centre,Kathmandu,Private,2067
471,Sankhuwasabha Krishi Farm,Sankhuwasabha,Private,2067
472,Mirror Creation & Entertainment,Kathmandu,Private,2067
473,Kasturi Nirman Sewa,Kathmandu,Private,2067
474,Easy To Busy Cargo,Kathmandu,Private,2067
475,Hari Om Samaj Investment Company,Kathmandu,Private,2067
476,Swarnim International Communication,Kathmandu,Private,2067
477,Dhukuti Nepal International,Kathmandu,Private,2067
478,Sijan International Education & Consultancy,Kathmandu,Private,2067
479,E-horizon Consult,Lalitpur,Private,2067
480,Badimalika Energy Sales and Suppliers,Lalitpur,Private,2067
481,Rupakot Sub Remit,Kathmandu,Private,2067
482,Fresco Art & Design,Lalitpur,Private,2067
483,Purnima Thanka Gallery,Kathmandu,Private,2067
484,Pati Hydropower Company,Sunsari,Private,2067
485,Geo Net Connection,Kaski,Private,2067
486,Every Time Group,Kathmandu,Private,2067
487,Everest Herbotech Industries,Kathmandu,Private,2067
488,Rising Era Consultancy,Kaski,Private,2067
489,Manasik Swasthya Byabasthapan Tatha Anusandhan Kendra,Lalitpur,Non-Profit Distributing,2067
490,Omkar Enterprises,Kathmandu,Private,2067
491,Deepika Multipurpose Company,Kathmandu,Private,2067
492,Hidden Trails Treks & Expedition,Kathmandu,Private,2067
493,Trendz Design & Furniture,Kathmandu,Private,2067
494,Chai Chai Cafe,Lalitpur,Private,2067
495,Amatya Complex,Lalitpur,Private,2067
496,Himal Shree Kanooni Sewa,Kathmandu,Private,2067
497,Satkora Fashion Nepal,Kathmandu,Private,2067
498,Paurakhi Shrijansil Sip Bikash Tatha Abhimukhikaran Takim Kendra,Kathmandu,Private,2067
499,Diamond Sub Remit,Siraha,Private,2067
500,R.S.C. Nepal,Kathmandu,Private,2067
501,Refresh Drinking Water,Kathmandu,Private,2067
502,Pokhara Gourmet Cheeses,Kaski,Private,2067
503,Action Security & Works Services,Kathmandu,Private,2067
504,Pragati English Boarding School Sindhuli,Sindhuli,Private,2067
505,Kipoo Travels and Tours,Kathmandu,Private,2067
506,Unibridge International College of Engineering,Kathmandu,Private,2067
507,L.M. Trading Enterprises,Kathmandu,Private,2067
508,J. & T. Gurkha Ocean Crew Multipurpose Company,Kathmandu,Private,2067
