_id,ENGLISH_NAME,DISTRICT,COMPANY_TYPE,REGISTRATION_DATE
1,Baijanath RiverSide Resort,Achham,Private,2070
2,Jagat Shree Agroherbs and Minarals,Achham,Private,2070
3,Ramaroshan Polyclinic,Achham,Private,2070
4,Arghakhanchi Maha Udhyog,Arghakhanchi,Private,2070
5,Jaya Matadi Broadcasters,Arghakhanchi,Private,2070
6,Dimond Krishi Farm Pvt.Ltd.,Arghakhanchi,Private,2070
7,Baglung Computer Insittute,Baglung,Private,2070
8,Siddha Bhairab Crusher & Construction,Baglung,Private,2070
9,Kandebas Investment Company,Baglung,Private,2070
10,Saphal Polyclinic,Baglung,Private,2070
11,Gold Mine Gobar Gyas Energy Company,Baglung,Private,2070
12,Super Baglung Bhagawoti Nirman Sewa,Baglung,Private,2070
13,Journey Of Natural Concept,Baglung,Private,2070
14,Ecode International,Baglung,Private,2070
15,Chauri Jadibuti Udhyog,Baglung,Private,2070
16,Galkot Link,Baglung,Private,2070
17,Manakamana English Boarding School Baglung,Baglung,Private,2070
18,A.B.C. Tradelink Pvt. Ltd.,Baglung,Private,2070
19,Golden Get Educational Center,Baglung,Private,2070
20,Machhapuchchhre Investment & Multi-Traders Pvt.Ltd,Baglung,Private,2070
21,King Star Travel and Tours,Baitadi,Private,2070
22,Gwallek Nirman Sewa,Baitadi,Private,2070
23,Inovation Educational English Boarding School,Bajhang,Private,2070
24,Peace up Heaven Academy Bajhang,Bajhang,Private,2070
25,Bajhang Light English Boarding School  Pvt. Ltd,Bajhang,Private,2070
26,Suryadaya English Boarding School Pvt.Ltd.,Bajhang,Private,2070
27,Model Academy Bajhang,Bajhang,Private,2070
28,Jeewan Smriti English Boarding School Bajhang Pvt. Ltd.,Bajhang,Private,2070
29,Broad Vision Academy Bajhang,Bajhang,Private,2070
30,Paras Oil Store,Bajhang,Private,2070
31,Masta Vision English Boarding School Bajhang,Bajhang,Private,2070
32,Banni Masta English Boarding School,Bajhang,Private,2070
33,White Stone Acadamy Bajhang,Bajhang,Private,2070
34,Sudurpaschimanchal Vidya Sadan Bajhang,Bajhang,Private,2070
