_id,ENGLISH_NAME,DISTRICT,COMPANY_TYPE,REGISTRATION_DATE
119,Star Nepal Industries,Banke,Private,2072
120,Everest Consultancy and Training Center,Banke,Private,2072
121,Jaya Bageshwori Institute,Banke,Private,2072
122,Bageshwori Orientation And Training Center,Banke,Private,2072
123,Himani Media,Banke,Private,2072
124,Shivalaya Technical College Banke,Banke,Private,2072
125,Madhya Pashchim Tatha Sudur Pashchim Baideshik Rojgar Abhimukhikaran Talim Kendra,Banke,Private,2072
126,Ambikeshwori Orientation Training Center,Banke,Private,2072
127,Comprehensive Academic And Research Institute,Banke,Private,2072
128,Shangrila Security And Manpower Supply Service,Banke,Private,2072
129,Times Technical Training Institute,Banke,Private,2072
130,Karnali Talim Kendra,Banke,Private,2072
131,A One Training Institute,Banke,Private,2072
132,View Hotel Kantipur Nepalgunj,Banke,Private,2072
133,Anand Engineering Consultancy,Banke,Private,2072
134,Ashoka Alovera Agrotech & Herbs Processing,Banke,Private,2072
135,Jaya Maa Bageshwori Amusement,Banke,Private,2072
136,Khwaja Construction Company,Banke,Private,2072
137,Kanaka Education Foundation,Banke,Private,2072
138,Aguaone and Company,Banke,Private,2072
139,Healer Pharmaceutical,Banke,Private,2072
140,Kohalpur Energy And Gobargas company,Banke,Private,2072
141,Time Academy Kohalpur,Banke,Private,2072
142,Dipak Etta Udhyog,Banke,Private,2072
143,Deepak Hume Pipe And Vidut Pole Industries,Banke,Private,2072
144,S.S. Nirman Sewa,Banke,Private,2072
145,Bardan And Ligal Trade,Banke,Private,2072
146,Sarthak Industry,Banke,Private,2072
147,Ganga Jamuna Krishi Farm,Banke,Private,2072
148,Kamakhya Footware Industries,Banke,Private,2072
149,Himali Krishi Tatha Pashupalan Farm,Banke,Private,2072
150,Chinchin Khabar Publication,Banke,Private,2072
151,Bageshwari Agro Business and Research Center,Banke,Private,2072
152,Shulabh Yatayat,Banke,Private,2072
153,Pi Educational Institute and Research Center,Banke,Private,2072
154,Navajeewan Agro,Banke,Private,2072
155,Brothers Land,Banke,Private,2072
156,Kausilya Polyclinic,Banke,Private,2072
157,Ramblers Nepal Trekking And Adventure,Banke,Private,2072
158,Kohalpur Health Care Aspatal,Banke,Private,2072
159,Bageswory Tricycle Yatatat Samiti,Banke,Non-Profit Distributing,2072
160,Tiwari Agro Seeds,Banke,Private,2072
161,Hotel The Galaxy Durbar,Banke,Private,2072
162,Narayanam Nirman Sewa,Banke,Private,2072
163,Federal Medicare,Banke,Private,2072
164,Bageswori Agro Seed,Banke,Private,2072
165,Janata Films,Banke,Private,2072
166,Hayat Nirman Sewa,Banke,Private,2072
167,Rihar Multi Tech,Banke,Private,2072
168,Bageshwori Gas Indsustries,Banke,Private,2072
169,Khadka Bandhu Prasichhan Kendra,Banke,Private,2072
170,Ritima Construction,Banke,Private,2072
171,Mero Investment And Trading Company,Banke,Private,2072
172,Kohalapur Media,Banke,Private,2072
173,Progressive Agro Farm,Banke,Private,2072
174,Rudraksha Investment,Banke,Private,2072
175,Eurobaby Zone School,Banke,Private,2072
176,Samriddha Farms,Banke,Private,2072
177,Nepalgunj Educational Foundation,Banke,Private,2072
178,Abadh Media Group,Banke,Private,2072
179,Techno Orbits,Banke,Private,2072
180,Shubhakiran Educational Institute & Research Center,Banke,Private,2072
181,Shree Success English Medium School,Banke,Private,2072
182,Kushe Jaljala Krishi Kendra,Banke,Private,2072
183,Baljyoti Travel And Tours,Banke,Private,2072
184,Life English Medium Academy Banke,Banke,Private,2072
185,Nepal Janasanchar Publication,Banke,Private,2072
186,Universal Medicine Distributors,Banke,Private,2072
187,Mission Health Care Center,Banke,Private,2072
188,Sunita Multi Traders,Banke,Private,2072
189,Home Design Consultant,Banke,Private,2072
190,Jaya Gayatri English Boarding School Banke,Banke,Private,2072
191,Auto Byabasayi Nepal,Banke,Private,2072
192,Shandipani Vidya Niketan Banke,Banke,Private,2072
193,Tilicho Wash,Banke,Private,2072
194,N.T.I. Group,Banke,Private,2072
195,Bageshwori Multiagro Trade and Research Centre,Banke,Private,2072
196,Golden Future Academy Kohalpur,Banke,Private,2072
197,Galaxy Academy Banke,Banke,Private,2072
198,Montessori Academy Banke,Banke,Private,2072
199,Kohalpur Pathshala English Medium School,Banke,Private,2072
200,Shree Kamal Pokhari English Medium Boarding School Banke,Banke,Private,2072
201,Gorkha Traning Center And Sports Academy,Banke,Private,2072
202,S.S.Impex,Banke,Private,2072
203,Himalayan General Order Suppliers,Banke,Private,2072
204,Sagarmatha English Medium School Hirminiya Banke,Banke,Private,2072
205,New Title English Medium School,Banke,Private,2072
206,Public Metro Service,Banke,Private,2072
207,Raya Print Pack,Banke,Private,2072
208,Mohini Entertainments,Banke,Private,2072
209,Jay Bhuneshwari English Medium School Banke,Banke,Private,2072
210,Madhya Pashchim Janasewa Yatayat,Banke,Private,2072
211,Gurukul Sikshya Sadan Banke,Banke,Private,2072
212,Bageshwari Health Care & Diagnostic Center,Banke,Private,2072
213,Nepal Group of Companies,Banke,Private,2072
214,Hotel Nepal Traveller,Banke,Private,2072
215,S.S. Manufacturing Industries,Banke,Private,2072
216,Balaji Media Production,Banke,Private,2072
217,Banke Ship Bikash Center,Banke,Private,2072
218,Barekot Urja,Banke,Private,2072
219,Malla Krishi Tatha Pasupalan Farm,Banke,Private,2072
220,Hansha Agriculture Farm,Banke,Private,2072
221,Lionson Security and Manpower Supply Services,Banke,Private,2072
222,Himalayan Agro Exporter & Importer,Banke,Private,2072
223,Bageshwori Trade Concern,Banke,Private,2072
224,Tulip Pharmaceuticals,Banke,Private,2072
225,Om Kali Krishna Suppliers,Banke,Private,2072
226,Uzma Construction,Banke,Private,2072
227,Purnima Investment Company,Banke,Private,2072
228,Prakash Sub Money Exchange,Banke,Private,2072
229,Aagya Medisales,Banke,Private,2072
230,Kasturi Food Products,Banke,Private,2072
231,Khanal Complex Hotel,Banke,Private,2072
232,Shakti Polypet,Banke,Private,2072
233,A.S.A. International Academy Banke,Banke,Private,2072
234,Kisan Krishi Shiksha tatha Sewa,Banke,Private,2072
235,Modern Processing Industries,Banke,Private,2072
236,Sharda Educational Institute and Consultancy,Banke,Private,2072
237,Kohalpur City Academy Banke,Banke,Private,2072
238,M.K.S. Investment Company,Banke,Private,2072
239,D.R. Industries,Banke,Private,2072
240,Central City Hospital And Research Centre,Banke,Private,2072
241,I.A.E. Nepalgunj,Banke,Private,2072
242,Sungava Swasthya Sarokar Kendra,Banke,Private,2072
243,Bibeksheel Construction,Banke,Private,2072
244,Silicon Care Broadnet,Banke,Private,2072
245,Naya Muluk Prakashan,Banke,Private,2072
246,Banke Yatayat Sewa,Banke,Private,2072
247,Go Karnali Yatayat,Banke,Private,2072
248,Bahubali Dairy Products,Banke,Private,2072
249,Muzaffar Construction,Banke,Private,2072
250,Khabar Quick Dot Com,Banke,Private,2072
251,J.C. Forestry And Agriculture,Banke,Private,2072
252,Maula Kali Agro Farm,Banke,Private,2072
253,Panas Ita Udhyog,Banke,Private,2072
254,Nepalgung Hotel Management College,Banke,Private,2072
255,Janamukhi Yatayat Sewa,Banke,Non-Profit Distributing,2072
256,Green City Hotel,Banke,Private,2072
257,Tripurasundari Engineering Solutions,Banke,Private,2072
258,Indreni Diagnostic Center,Banke,Private,2072
259,United Automotive Nepal,Banke,Private,2072
260,Bageshowri Patanjali Kendra,Banke,Private,2072
261,Suprim Academy Banke,Banke,Private,2072
262,New Kalam English Boarding School Bara,Bara,Private,2072
263,Rosemery English Boarding School Bara,Bara,Private,2072
264,Simraungadh Public School Bara,Bara,Private,2072
265,Rao Health Poly Clinic,Bara,Private,2072
266,Zhu Feng Leather,Bara,Private,2072
267,Namaskar English Boarding school Bara,Bara,Private,2072
268,Saint Paul Academy Bara,Bara,Private,2072
269,Shreya Agro Industries,Bara,Private,2072
270,Asim Construction,Bara,Private,2072
271,Star Matsya Krishi Farm,Bara,Private,2072
272,Chandani Money Transfer,Bara,Private,2072
273,Syarsekali Trade And Multi Services,Bara,Private,2072
274,Maha Gadhimai Academy School Bara,Bara,Private,2072
275,Fair Auto Industries,Bara,Private,2072
276,Samridhi Abhimukhikaran Talim Kendra,Bara,Private,2072
277,Punit Memorial Academy Bara,Bara,Private,2072
278,Shree Krishna Adhunik Daal Udhyog,Bara,Private,2072
279,Maa Gadhimai Krishi Tatha Pashu Farm,Bara,Private,2072
280,Puja Farming & Agrotech,Bara,Private,2072
281,Saffron Real Estate and Construction,Bara,Private,2072
282,Saraswati Academy Bara,Bara,Private,2072
283,Shankar Bazar,Bara,Private,2072
284,Rehan Tours and Travels Services,Bara,Private,2072
285,Hong Hui Tanneries,Bara,Private,2072
286,Bodhi Shrawan Sangh,Bara,Non-Profit Distributing,2072
287,Begam Media,Bara,Private,2072
288,Anand Movies,Bara,Private,2072
289,Simara Fuel Station,Bara,Private,2072
290,Amlekhgunj Resort,Bara,Private,2072
291,Aadish Impex And Concern,Bara,Private,2072
292,Green Land English Boarding School Bara,Bara,Private,2072
293,National Aluminium and Steels Fabrication,Bara,Private,2072
294,Karyabinayak Jobs,Bara,Private,2072
295,Islamik School Bara,Bara,Private,2072
296,Prasamsha  Bahuudeshiya Krishi Farm,Bara,Private,2072
297,Gramin Udhyam Bikash Tatha Paramarsa Sewa Kendra,Bara,Private,2072
298,Alpine Garments,Bara,Private,2072
299,Khutwa Academy English Boarding School Bara,Bara,Private,2072
300,Yadav Construction & Suppliers,Bara,Private,2072
301,City Academy Bara,Bara,Private,2072
302,Uparjan Agriculture Farm,Bara,Private,2072
303,Brindavan English Boarding School Bara,Bara,Private,2072
304,Surabi Gyaan Batika Primary English  Boarding School Bara,Bara,Private,2072
305,Kidzz Heaven Montessori School Bara,Bara,Private,2072
306,Om International Academy Bara,Bara,Private,2072
307,Child Mission Academy,Bara,Private,2072
308,Deep Academy English Boarding School Bara,Bara,Private,2072
309,Advance English Boarding School Bara,Bara,Private,2072
310,Jeevan Shiksha Academy English Boarding School Bara,Bara,Private,2072
311,B.K. Memorial English Boarding School Bara,Bara,Private,2072
312,Shyam Sarover English Boarding School Bara,Bara,Private,2072
313,Asmita Public School Bara,Bara,Private,2072
314,Saraswoti Academy Bara,Bara,Private,2072
315,Ojaswi English Boarding School Bara,Bara,Private,2072
316,Citizen Academy Kalaiya,Bara,Private,2072
317,Bal Bidhya Mandir English Boarding School Kalaiya,Bara,Private,2072
318,Bal Shiksha Niketan English Boarding School Kalaiya,Bara,Private,2072
319,A.S. Nepal Agritech,Bara,Private,2072
320,World Vision Academy Boarding School Bara,Bara,Private,2072
321,Sahil Agro Farm,Bara,Private,2072
322,Deep Jyoti English Boarding School Bara,Bara,Private,2072
323,Uttam Public School Bara,Bara,Private,2072
324,Madheshi Gurukul English Boarding School Bara,Bara,Private,2072
325,Jeevan  Sarita  Public  School  Bara,Bara,Private,2072
326,Yuva Krishi Farm,Bara,Private,2072
327,Times International Academy Bara,Bara,Private,2072
328,Nijgadh Money Transfer,Bara,Private,2072
329,P.R. Renewable Energy,Bara,Private,2072
330,White Crane School Bara,Bara,Private,2072
331,Sharad Construction,Bara,Private,2072
332,"symbiosis institute of management,Bara",Bara,Private,2072
333,Shree Pashupati Institute,Bara,Private,2072
334,Gyan Jyoti English Boarding School Bara,Bara,Private,2072
335,Kalaiya Netralaya Aankha Aspatal,Bara,Private,2072
336,B.B.A.S. Public School Bardiya,Bardiya,Private,2072
337,Safe Of Natural Able,Bardiya,Private,2072
338,Kanthapur Rice Mill,Bardiya,Private,2072
339,Surkheti Khadka Nirman Sewa,Bardiya,Private,2072
340,Om Bheri Niman Sewa,Bardiya,Private,2072
341,Sampurna Agri Tech,Bardiya,Private,2072
342,Suraj Karnali Oil Distributors,Bardiya,Private,2072
343,Bardiya Technical Institute,Bardiya,Private,2072
344,Sudur Nepal Solar Energy Group,Bardiya,Private,2072
345,Bheri College of Medical Science & Hospital,Bardiya,Private,2072
346,Kurmi Nirman Sewa,Bardiya,Private,2072
347,Bardiya Krishi Bikash Kendra,Bardiya,Private,2072
348,Nabin Asha Nepal,Bardiya,Non-Profit Distributing,2072
349,Purest Telecom And Electronics,Bardiya,Private,2072
350,Sahara Engineers and Builders,Bardiya,Private,2072
351,Gurukul Academy Bardiya,Bardiya,Private,2072
352,Alpine Academy Bardiya,Bardiya,Private,2072
353,Saibaba Vidyasthali Bardiya,Bardiya,Private,2072
354,Hamro Bardiya Polyclinic,Bardiya,Private,2072
355,Durga Child English Bording School Bardiya,Bardiya,Private,2072
356,Bheri Yatayat,Bardiya,Private,2072
357,Sakchhyam Krishi Firm,Bardiya,Private,2072
358,Rato Bangla Academy Bardiya,Bardiya,Private,2072
359,Udaya Deep Samyukta Nirman Sewa,Bardiya,Private,2072
360,Babai ValleyTours And Travels,Bardiya,Private,2072
361,Rajapur River Side Hotel And Resort,Bardiya,Private,2072
362,Ganesh Baba Yatayat,Bardiya,Private,2072
363,Yald Moon Media,Bardiya,Private,2072
364,Bansgadhi Educational Institute and Research Center Bardiya,Bardiya,Private,2072
365,Babai Resort,Bardiya,Private,2072
366,Creative Concept Foundation,Bhaktapur,Private,2072
367,Jay Tridev Trading,Bhaktapur,Private,2072
368,Gyankunja Kinderworld,Bhaktapur,Private,2072
369,S.K. Marketing & Investment,Bhaktapur,Private,2072
370,Saanvi Solutions,Bhaktapur,Private,2072
371,Vaidic Nepal,Bhaktapur,Private,2072
372,Galaxy Farm & Minerals,Bhaktapur,Private,2072
373,Shweta Business Concern,Bhaktapur,Private,2072
374,Tayo Eco Resort Hotel,Bhaktapur,Private,2072
375,Pandey Textile,Bhaktapur,Private,2072
376,Moonlight Civil Solution,Bhaktapur,Private,2072
377,Changing Technology,Bhaktapur,Private,2072
378,Alpine Decor Trading,Bhaktapur,Private,2072
379,Sur Samyak Recording Studio,Bhaktapur,Private,2072
380,Barsha Nirman Sewa,Bhaktapur,Private,2072
381,Four Square Engineering Solution,Bhaktapur,Private,2072
382,Tamang Thanka Painting Art,Bhaktapur,Private,2072
383,Indra Hari Housing,Bhaktapur,Private,2072
384,Space Engineering Service,Bhaktapur,Private,2072
385,Kamal Auto Workshop,Bhaktapur,Private,2072
386,Aalok Vehicles,Bhaktapur,Private,2072
387,Ghumti Resort,Bhaktapur,Private,2072
388,Suryavinayak Fulbari Agro,Bhaktapur,Private,2072
389,Megha Engineering,Bhaktapur,Private,2072
390,Nepal Himalayan Scouts,Bhaktapur,Non-Profit Distributing,2072
391,Better Services,Bhaktapur,Private,2072
392,Euro Asia Modern Construction Industries,Bhaktapur,Private,2072
393,Evan electrical,Bhaktapur,Private,2072
394,National Creation Nepal,Bhaktapur,Private,2072
395,Shuva Tara Investment,Bhaktapur,Private,2072
396,Namo Buddha Nirman and Suppliers,Bhaktapur,Private,2072
397,Abiral Foundation,Bhaktapur,Non-Profit Distributing,2072
398,Goodwill Open Academy,Bhaktapur,Private,2072
399,New Laxmi Wood Carving,Bhaktapur,Private,2072
400,Ghumphir Nepal,Bhaktapur,Private,2072
401,Godlin Enterprises,Bhaktapur,Private,2072
402,Shama Parvate Memorial School Library Support Association,Bhaktapur,Non-Profit Distributing,2072
403,Ashis Furniture Bhaktapur,Bhaktapur,Private,2072
404,Sur Heavy Equipment Service,Bhaktapur,Private,2072
405,National Heavy Equipment Service Center & Metal Fabricating Workshop,Bhaktapur,Private,2072
406,Nepal Hydro Construction Company,Bhaktapur,Private,2072
407,Basnet Construction,Bhaktapur,Private,2072
408,Phulasi Vehicle Service,Bhaktapur,Private,2072
409,Nilbarahi Baluwa Prashodhan Keandra,Bhaktapur,Private,2072
410,G And G Job Placement,Bhaktapur,Private,2072
411,Shwamit Group of Companies,Bhaktapur,Private,2072
412,Easy House Trade,Bhaktapur,Private,2072
413,Subarna Ganesh Engineering,Bhaktapur,Private,2072
414,Apex Technology,Bhaktapur,Private,2072
415,Nirvana Holidays Travels,Bhaktapur,Private,2072
416,Shimmer Nepal Travels and Tours,Bhaktapur,Private,2072
417,Lovely Blocks,Bhaktapur,Private,2072
418,Deep Tamakoshi Construction,Bhaktapur,Private,2072
419,Pinak Krishibastu Utpadan Tatha Anusandhan,Bhaktapur,Private,2072
420,Manita Electric And Plumbing Suppliers,Bhaktapur,Private,2072
421,Dibyaswori Business,Bhaktapur,Private,2072
422,Nepal Krishi Utpadan Tatha Bikri Kendra,Bhaktapur,Private,2072
423,Nepal Agro Resort,Bhaktapur,Private,2072
424,Goodwill National Suppliers,Bhaktapur,Private,2072
425,Bhaktapur Multi Consultancy,Bhaktapur,Private,2072
426,Bishnumaya Construction,Bhaktapur,Private,2072
427,Welcome B.P. Krishi Farm,Bhaktapur,Private,2072
428,Bhaktapur Women Craft Paper,Bhaktapur,Private,2072
429,Nirvana Soft,Bhaktapur,Private,2072
430,Deep Pharma,Bhaktapur,Private,2072
431,Jaya Bageshwori Itta Udyog,Bhaktapur,Private,2072
432,Kantipur State,Bhaktapur,Private,2072
433,Thapa And Group Multipurpose Agro Farm,Bhaktapur,Private,2072
434,Jaya Paramatma Films,Bhaktapur,Private,2072
435,Sakar Refreshing Center,Bhaktapur,Private,2072
436,Simrik Auto,Bhaktapur,Private,2072
437,ANAT  ENGINEERING CONSULTANCY,Bhaktapur,Private,2072
438,S. & S. Architectural & Civil Engineering Consultancy,Bhaktapur,Private,2072
439,Export Readymade Kapada Udhyog,Bhaktapur,Private,2072
440,Masterpiece Engineering Consults,Bhaktapur,Private,2072
441,Bridge International Consultancy and Migration,Bhaktapur,Private,2072
442,Fast Money Sub Remit,Bhaktapur,Private,2072
443,Capital Import and Export House,Bhaktapur,Private,2072
444,Khwopa  Medisales,Bhaktapur,Private,2072
445,R. A. Bir Investment,Bhaktapur,Private,2072
446,Mayadevi Construction And Equipment,Bhaktapur,Private,2072
447,Asian Exotic,Bhaktapur,Private,2072
448,U.V. Multipurpose,Bhaktapur,Private,2072
449,White Lotus Tours & Travels,Bhaktapur,Private,2072
450,Planet Dental Clinic & Orthodontic Centre,Bhaktapur,Private,2072
451,Juneli Publication,Bhaktapur,Private,2072
452,Nir Gawa Thangka Art,Bhaktapur,Private,2072
453,Ghising Global Connection,Bhaktapur,Private,2072
454,Hamro Training Center,Bhaktapur,Private,2072
455,G. And G. Craft Industries,Bhaktapur,Private,2072
456,Gemeinhardt Educational Center,Bhaktapur,Private,2072
457,Diverse Educational Consultancy,Bhaktapur,Private,2072
458,Get Up Construction,Bhaktapur,Private,2072
459,Megamind Construction And Consultants,Bhaktapur,Private,2072
460,Path Engineering Solution,Bhaktapur,Private,2072
461,March One Media,Bhaktapur,Private,2072
462,The Best Trade Link,Bhaktapur,Private,2072
463,Prakriti Media,Bhaktapur,Private,2072
464,Tilak And Tirtha Engineering Solution,Bhaktapur,Private,2072
465,The Excelsior Engineering Consultancy,Bhaktapur,Private,2072
466,Lokanthali Fresh House,Bhaktapur,Private,2072
467,Three Sister Technical Training Center,Bhaktapur,Private,2072
468,Kaway Tredars,Bhaktapur,Private,2072
469,Kamalamai Samyukta Construction,Bhaktapur,Private,2072
470,Western Import and Export,Bhaktapur,Private,2072
471,Karma Music Centre,Bhaktapur,Private,2072
472,Chirayu Pharmaceuticals,Bhaktapur,Private,2072
473,Anish And D Construction,Bhaktapur,Private,2072
474,Samyak International,Bhaktapur,Private,2072
475,Kalika Investment Company,Bhaktapur,Private,2072
476,Swornim Nepal Agriculture Development and Research Center,Bhaktapur,Private,2072
477,Suryabinayak College,Bhaktapur,Private,2072
478,Chakraworti Khadhya Udhyog,Bhaktapur,Private,2072
479,Bhaktapur EuroKids Educational Institute,Bhaktapur,Private,2072
480,Halesi Machinery Suppliers,Bhaktapur,Private,2072
481,Agleshwari Jadibuti Production,Bhaktapur,Private,2072
482,Softy Paper Industry,Bhaktapur,Private,2072
483,Yasokyani Media And Marketing,Bhaktapur,Private,2072
484,Hira Interior,Bhaktapur,Private,2072
485,Maan Construction,Bhaktapur,Private,2072
486,Suryabinayak Organics,Bhaktapur,Private,2072
487,The Shine Wood Craft & Furnishing,Bhaktapur,Private,2072
488,Shine Furniture and Suppliers,Bhaktapur,Private,2072
489,Urja Agro,Bhaktapur,Private,2072
490,Sunshine Engineering Consultancy,Bhaktapur,Private,2072
491,Sanjeewani Health Clinic,Bhaktapur,Private,2072
492,N.P.R. Developers,Bhaktapur,Private,2072
493,Cheers Bhaktapur,Bhaktapur,Private,2072
494,R.B.K. Vehicle Service,Bhaktapur,Private,2072
495,Kallabari Nirman and Suppliers,Bhaktapur,Private,2072
496,J. P. Krishi Samuha,Bhaktapur,Private,2072
497,Panorama College,Bhaktapur,Private,2072
498,E.B. Institute of Technology,Bhaktapur,Private,2072
499,Dristi College of Management and Technology,Bhaktapur,Private,2072
500,Elite College,Bhaktapur,Private,2072
501,Active Business Solution,Bhaktapur,Private,2072
502,Bhadgaon College,Bhaktapur,Private,2072
503,The Bhaktapur College,Bhaktapur,Private,2072
